pathway	description	W1_CLT_1_tags	W1_CLT_2_tags	W1_CLT_3_tags	W1_CLT_4_tags	W1_CLT_5_tags	W1_DSS_1_tags	W1_DSS_2_tags	W1_DSS_3_tags	W1_DSS_4_tags	W1_DSS_5_tags	W1_LbGP_1_tags	W1_LbGP_2_tags	W1_LbGP_3_tags	W1_LbGP_4_tags	W1_LbGP_5_tags	W2_CLT_1_tags	W2_CLT_2_tags	W2_CLT_3_tags	W2_CLT_4_tags	W2_CLT_5_tags	W2_DSS_1_tags	W2_DSS_2_tags	W2_DSS_3_tags	W2_DSS_4_tags	W2_DSS_5_tags	W2_LbGP_1_tags	W2_LbGP_2_tags	W2_LbGP_3_tags	W2_LbGP_4_tags	W2_LbGP_5_tags	W3_CLT_1_tags	W3_CLT_2_tags	W3_CLT_3_tags	W3_CLT_4_tags	W3_CLT_5_tags	W3_DSS_1_tags	W3_DSS_2_tags	W3_DSS_3_tags	W3_DSS_4_tags	W3_DSS_5_tags	W3_LbGP_1_tags	W3_LbGP_2_tags	W3_LbGP_3_tags	W3_LbGP_4_tags	W3_LbGP_5_tags
PWY-6123	inosine-5'-phosphate biosynthesis I	16817.8586	25575.5	10274.86	15232.3956	2811.5126	13233.6471	23568.5502	17825.5197	27211.6876	5681.0116	17909.3688	10980.6439	26259.2684	20915.5038	26960.0228	19102.3259	18181.1299	15492.1298	24081.2533	16989.0638	23078.4937	25013.0234	28417.8279	26332.3248	11476.3484	11905.9968	11593.8047	13150.1039	6584.3009999999995	12657.8712	7052.9695	17495.1534	10140.1685	11790.9637	6327.6832	18390.4565	3462.7887	8559.0891	4899.193	24058.0352	6175.5729	6294.6169	16410.4572	11031.7431	15144.7563
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	17698.5515	27155.7523	10017.8617	12039.2296	2794.9606	15588.6345	28432.203999999998	19580.0105	32774.5984	6100.4266	21282.647	11538.9551	29556.3288	24265.053	31006.7172	18016.9147	19168.7626	11051.2443	24267.5285	10817.6189	25476.5795	28395.8247	31627.2539	30107.5251	12562.073999999999	12548.444	10693.488000000001	14885.8389	5092.3215	13883.3065	6868.0391	17454.2436	6172.486999999999	12231.5236	4940.0953	21931.9947	3226.1855	8806.0853	4040.8104	28363.5823	5461.4753	4037.7382	15245.9924	9576.8793	14565.8157
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	19125.4684	27568.377999999997	12084.107	18325.9253	3184.4164	16211.8142	28482.972999999998	19438.916	32728.6606	6728.4814	20914.505	13134.2608	29716.4965	24391.4226	30859.901	23561.2516	19750.6872	20275.497	29673.3486	22083.1108	25081.9928	27793.5532	31162.7204	29534.4852	13383.3458	14287.0649	14225.5821	15019.4899	8163.8915	14274.433	8255.3941	19953.1691	12621.896999999999	12854.4359	7730.9855	21209.4771	4211.1807	9676.498	6219.0143	27383.749	7479.6634	7348.6008	19760.193	12449.3774	18227.5786
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	6583.674	1521.838	4853.6737	10465.0207	1146.5321	10768.5944	22011.6382	9896.5393	24419.9857	3969.9533	11663.8368	9758.8828	24091.3199	16545.1999	24344.3337	11111.6189	3511.0053	13775.7658	11443.923999999999	14223.1174	18733.8242	18398.0088	21780.0726	21461.278	9227.5883	5071.1444	7024.0606	6223.9001	5672.9833	4672.349	2630.5088	3444.171	9258.0042	2539.8608	6297.7172	15386.3768	2200.1795	1546.0723	4406.5086	23523.1535	4041.1777	5909.1408	13539.1449	6837.8703	8089.4615
PWY-6151	S-adenosyl-L-methionine cycle I	13057.6981	23378.5614	9449.3899	12150.819	2564.9748	10467.7462	12789.6992	2839.62	14497.367	2726.1177	9256.7626	6970.8735	7604.6112	9917.2355	8533.5103	16517.9862	15545.6886	14602.7374	22132.292999999998	16027.2763	688.1094	4977.0461	1688.2005	4747.9898	4995.1251	10043.6986	10261.8865	9309.6515	5759.3972	9945.0535	6390.4499	14963.1994	9206.2437	10400.4418	4820.7516	5273.3747	3064.2765	7755.2303	3879.0499	1374.1368	5553.4245	5427.5617	11736.2812	8675.1601	13314.7452
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	8385.981	1563.0904	5352.1381	14477.782	1145.1432	11885.3718	23491.0841	16249.8822	26368.702999999998	5377.3249	12970.3813	10777.9689	24120.8971	17969.558	25038.0738	14484.8923	3628.9304	17592.402	14311.048	18747.4287	21635.0113	21943.0855	26816.5649	24145.7244	10325.1107	7056.6182	8760.1895	6395.2416	6292.3112	4945.2373	3521.4709999999995	6909.222	10398.9648	2513.1139	6765.9993	15476.1764	2503.5498	2485.5175	5194.5967	23640.7641	4563.9756	6090.3275	15140.7828	8208.911	9922.4535
PWY-621	sucrose degradation III (sucrose invertase)	18232.304	31794.2717	12835.6913	16600.1477	3639.0667	18213.4483	19789.75	13909.9534	24008.3742	5495.1875	18149.3344	14855.8732	26508.7981	22157.6071	24604.7433	23491.1244	20398.7183	22553.2315	30094.3464	23397.6657	15742.4846	19310.4838	16935.4818	18219.7129	11499.4827	15579.9868	14909.5592	19233.3599	8162.6885	17513.5662	8614.9664	19760.6117	12259.7425	14303.7284	6110.8374	10963.0439	4313.4209	10649.4111	5961.6631	2889.2282	7766.0841	5121.1868	13514.0534	9496.2698	18454.1911
PWY-6269	adenosylcobalamin salvage from cobinamide II	1676.2253	593.6487	2034.638	6719.6519	376.0154	8537.3497	17524.9276	10244.2168	19962.1433	3286.2403	8199.2578	7729.9229	17401.8203	13176.2009	18612.426	8196.0888	291.1775	12623.5647	9295.6162	12807.8	15390.9036	15146.3069	17903.3652	16897.5655	6369.3825	3448.935	4847.4201	5291.1351	3402.6401	3907.3848	1062.5884	834.7924	5282.1529	487.4126	2978.9723	10281.6349	1231.463	965.9821	3191.9546	17870.2523	2138.6779	1530.4978	4272.9284	1400.4022	4134.9653
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	20074.8684	28543.3553	12574.8251	18446.7191	3363.255	14792.5975	26203.5781	20363.5957	30587.0906	6676.1072	21198.2111	11756.9005	27649.388	23722.6609	29149.3855	23617.9168	20355.9462	17834.7168	29590.0183	19798.6005	25413.5837	28312.7873	31725.4524	29508.2839	13004.1204	14423.9903	14268.3892	15559.3814	7856.1263	14690.7162	8619.8518	20947.6364	12012.0147	13540.8167	7216.9084	21651.7398	4259.0954	10052.6728	5687.1547	27211.1861	7615.2591	7380.8375	19044.2475	13528.9447	18715.3936
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	585.4204	530.8297	463.3613	652.1172	399.6042	12834.7667	18151.5265	12060.8854	20451.9961	1691.6945	6390.5765	11342.7728	27609.8756	15771.9959	24635.2341	377.1236	477.0828	6792.4337	347.91	4666.5132	18817.035	17482.6108	20079.9114	17996.0702	6678.2203	2465.7045	1668.5776	7662.3931	1028.8619	6099.5133	179.2792	240.7453	407.6971	298.5163	411.9445	672.9692	408.9388	287.0121	501.473	572.6647	599.3248	384.88800000000003	361.4359	416.5449	640.6316
PWY-6317	galactose degradation I (Leloir pathway)	14702.3054	23792.7484	10094.091	14494.3279	2710.6768	13599.6491	20082.2185	5724.4915	23143.6079	4337.6769	14073.0074	10289.4737	13371.0554	16308.0519	15125.583999999999	19208.9334	15797.4631	16682.5035	24087.2701	18313.6658	1282.4583	9465.4293	3260.7712	9014.3906	7874.3274	11710.4482	11962.7034	13321.2192	6469.5889	12944.6159	6947.8706	16250.7254	9995.1065	10932.8917	4960.0903	9113.9787	3446.5498	8321.4631	4563.684	2638.2824	6191.1743	4355.4616	11585.2082	8373.0319	14858.9799
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	16613.4862	26096.3628	10832.3675	14769.8722	2930.4792	13955.927	24375.7572	12093.1969	27845.3502	5038.8956	18050.7099	10807.8497	24712.694	20610.1775	25731.7966	19569.6044	18528.8794	16333.5432	25634.9239	17964.1097	19168.9847	21429.8979	22980.402000000002	23461.2606	10976.4277	12527.1718	12147.7163	13399.2822	6891.2244	12809.5623	7330.1527	17512.6158	10566.5581	12057.0191	6477.0546	18899.6439	3657.3548	8725.5471	5095.8793	24115.3268	6519.4036	6374.2551	16799.2699	10702.2429	15883.8198
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	16007.9078	25635.657000000003	10726.7734	14518.2482	2891.8333	13814.8493	24201.6503	10811.6512	27535.1729	4792.3004	17616.1213	10873.7494	24567.4008	20338.1534	25470.5077	19235.0048	18270.283	16658.9705	25492.02	18429.752	18219.7453	20315.0439	21560.8637	22558.85	10800.9103	12618.5312	12109.2072	13262.4746	6954.5066	12660.9096	7359.4583	17682.2164	10718.0535	11864.7164	6559.326	18806.0932	3648.184	8730.1462	5179.7258	24094.8246	6519.267	6387.7483	16823.9249	10375.2136	15758.0623
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	17056.0982	26825.2008	11070.5431	15093.053	2997.6904	14208.2461	24628.084	12455.2561	28177.2834	5158.1135	18389.7858	10945.0027	24867.662999999997	20896.6459	25937.9189	20042.053	19034.2429	16625.8118	26232.3129	18254.8538	19438.3969	21815.8636	23380.1542	23784.2541	11138.5845	13002.6932	12400.0128	13675.7972	6992.6985	13106.7253	7647.9888	18616.243000000002	10705.4591	12359.2532	6536.7419	19046.435	3727.3478	9144.5357	5165.0121	24149.0044	6637.1546	6434.7022	17006.4707	10923.3825	16218.2224
PWY-6467	Kdo transfer to lipid IVA III (Chlamydia)	7430.67	1094.09	3017.41	7195.75	880.0	10383.42	21957.0	15680.0	24583.75	3640.75	12190.08	7346.42	23043.33	16114.75	23944.41	5431.17	3313.67	4332.75	3025.83	3548.08	21522.34	21705.58	26648.0	23770.41	7782.59	3329.58	3472.42	4665.91	2716.08	3036.75	1732.5	3590.58	4094.34	2242.33	3836.5	15201.75	1184.92	774.5	1691.75	23379.25	2195.25	4439.75	9940.5	7263.0	5005.17
PWY-6471	peptidoglycan biosynthesis IV (Enterococcus faecium)	13260.6288	24391.3005	9181.6392	8193.440999999999	2505.9847	8690.9371	8207.5448	3704.4268	11268.2567	2665.2663	11834.7132	3665.1877	5428.3387	10598.5817	6821.8868	15800.0033	16427.7466	5629.443	22872.1157	7738.5252	711.1142	7198.968000000001	1857.5325	6027.3921	5388.9569	10265.846	9528.8815	11034.9177	4253.8461	11259.3228	6150.8742	14455.2914	5443.8618	10681.8964	1723.7586	8010.5782	2868.1051	8019.9882	2460.7249	2014.6485	4997.5055	2470.7347	8702.3551	6177.9481	12676.8634
PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate degradation	3045.1718	937.4928	2719.4491	4914.2571	758.2277	886.7078	374.2613	4093.7024	989.7949	611.1183	1041.57	3542.0198	9773.2196	4023.7585	7626.2771	3002.8502	1002.0966	471.1155	443.0709	561.3324	7101.596	5938.1072	7105.8722	5864.2393	2373.6113	343.5405	2483.4582	2700.5705	2305.9781	2012.5944	1372.276	536.0172	4181.7846	1470.605	2527.5249	395.9072	961.5478	406.651	416.2636	211.2521	2063.2643	3943.8617	4440.6517	5033.6148	3662.2532
PWY-6519	8-amino-7-oxononanoate biosynthesis I	984.6244	780.1676	771.1196	1105.9425	581.9261	12888.2412	20896.762	12306.1542	23527.3128	1996.7847	8072.8705	10751.6332	27813.3005	17196.4872	26308.6618	640.5767	721.3278	5976.1351	506.4607	4380.9194	20060.0726	18980.9741	21837.5847	20289.9422	6965.8543	2754.6744	2279.2112	7664.3984	1506.3736	5651.0354	303.7661	361.2862	701.2796	501.774	692.9613	1191.5039	604.4587	390.3511	675.5258	1030.8025	937.2648	663.3756	630.7793	729.6339999999999	1062.1208
PWY-6572	chondroitin sulfate degradation I (bacterial)	45.8182	54.4727	63.1273	77.3818	52.9455	904.1455	353.3091	5553.6727	984.0727	591.0545	1106.7636	4304.3636	12957.3818	4672.4364	9447.2	62.1091	58.5455	103.3455	48.3636	71.7818	9589.7455	7703.0545	9351.4909	7293.2364	2859.5636	293.2364	340.0727	3397.6727	234.6909	2526.6182	53.9636	72.2909	129.3091	90.6182	133.3818	122.1818	118.1091	82.4727	168.0	147.1273	199.5636	125.2364	114.5455	136.4364	215.3455
PWY-6590	superpathway of Clostridium acetobutylicum acidogenic fermentation	64.0127	38.1044	83.6815	107.9473	38.8259	497.4695	236.4332	280.1511	468.5861	32.9558	391.5967	1305.8534	1218.9634	1572.8656	1047.6661	83.0338	77.7294	147.5445	65.3519	104.2372	28.4587	37.4752	65.461	27.1065	36.3533	394.5022	411.274	103.691	123.8366	47.0626	43.2539	57.3337	73.1515	63.2324	57.3405	57.6545	110.0225	80.5861	45.7521	57.6317	94.0963	63.5194	62.2804	57.2045	55.1109
PWY-6608	guanosine nucleotides degradation III	1335.7899	753.7492	2801.5565	6939.8151	438.409	4724.1735	14683.5718	5203.2232	16468.3177	2718.5015	7854.2179	5248.4374	11827.1992	10707.4174	14295.0485	8412.4152	297.1175	11512.9286	7568.5312	11319.2575	10330.8498	10416.5277	11715.6487	12818.77	5608.0148	4053.7415	5338.2784	4980.6693	3949.4198	3671.6369	1521.0122	845.8229	6283.1763	689.5371	3734.5715	12429.5111	1518.1484	1262.9664	3163.6568	19814.9829	2730.2972	2122.1627	5763.8478	1271.0479	5222.5452
PWY-6609	adenine and adenosine salvage III	12478.2027	23390.8236	9257.1909	12339.5834	2581.9696	12334.2116	20138.918999999998	8766.4124	23093.2297	3475.3751	12907.9979	8960.0359	18778.1643	16470.5669	20054.7256	16123.9431	14835.9015	14449.2023	21395.566000000003	15870.9631	13451.2298	15110.9965	15259.0324	16491.0689	7366.6014	10209.0136	10392.4684	11835.8569	5807.6902	11257.9648	6208.9062	14060.9797	9064.6461	10276.1843	4765.5032	13394.4276	3061.2545	7672.3717	3779.5089	18350.3859	5623.8432	5244.7105	9884.767	8856.667	13013.8989
PWY-6612	superpathway of tetrahydrofolate biosynthesis	8896.2847	2208.2172	5688.2069	13306.2029	1250.8568	13012.5204	24205.0379	15034.358	27378.5009	5232.026	14196.9411	10798.3397	24006.7233	18753.3881	25170.208	15157.796999999999	1969.1006	17045.238999999998	16257.5953	17623.8072	20857.9936	21952.24	25648.3833	23987.7547	10261.8668	6977.1274	8959.0592	8200.0814	6118.1265	6618.7006	3226.0308	4785.7156	9696.3549	2360.4422	6024.7655	15772.1776	2579.4057	2445.8516	4942.4857	22943.5793	4595.3823	4829.936	12596.7908	7187.8025	9978.1414
PWY-6628	superpathway of L-phenylalanine biosynthesis	7064.2647	1064.6283	3738.0912	9642.1061	781.8197	12082.6751	22553.7353	5768.0609	24933.2628	3596.1095	11714.339	9767.695	21204.3786	15841.1984	21705.5488	8587.0888	3839.2254	13810.2002	9698.4185	14357.6467	14027.8234	15541.1956	18268.8773	18576.5684	8517.583	6973.7516	6233.366	3571.2763	3929.187	3058.342	3287.3482	8096.0667	5806.0549	2078.9886	5112.8437	12613.9046	1738.755	2443.6536	3880.1445	16928.0752	2929.4488	4101.3608	14301.9366	5432.4465	7794.2671
PWY-6629	superpathway of L-tryptophan biosynthesis	1554.2646	826.0379	966.2404	1586.5533	594.3375	11618.6583	20481.5798	3778.8678	22912.1739	772.0828	7808.9932	8198.4005	15220.1377	12931.2747	16801.8785	755.4655	862.2074	11967.5314	789.7233	10048.1273	1625.7737	7013.9188	4780.6275	9855.8328	1727.8878	3611.0679999999998	2399.7529	1584.8114	1342.8596	1642.7771	89.7352	117.4029	138.2632	136.7388	125.6491	1193.5492	308.0781	184.9724	121.061	565.4363	166.1258	113.9257	111.0561	94.9961	83.3453
PWY-6630	superpathway of L-tyrosine biosynthesis	6683.5598	975.5902	3512.3562	9364.9504	701.4154	11641.1743	20632.5278	5713.7343	22891.8538	3507.5989	10842.8901	9503.1591	20028.1956	14818.6071	20246.8094	8435.6496	3580.7123	13714.9823	9559.3363	14227.082	13465.4301	14883.3366	17569.2869	17526.2565	8141.4943	6717.9088	6048.3532	3430.2604	3774.6516	2973.0882	3124.1929	7887.9303	5596.9076	1841.6868	4803.6128	10747.6628	1662.3958	2378.8242	3775.1287	13838.4682	2787.7841	3714.1277	13492.0385	5001.4461	7445.8294
PWY-6700	queuosine biosynthesis	10445.2654	2092.5522	4728.5736	9959.5305	1359.8018	12032.3121	24449.0686	17372.9802	27689.5055	4562.2867	15167.8031	9025.5029	25968.9231	19171.054	27036.3369	8522.0137	5556.3908	6757.316	5370.7464	5845.3481	23716.3574	24570.6328	29175.2567	26638.891	9624.6823	5168.0722	5400.4203	7011.4221	3963.567	4910.3011	2776.5872	5787.4975	6017.9722	3761.5432	5018.2323	18087.664	1800.3409	1409.4746	2545.0001	26460.1929	3316.0766	5583.9665	12692.8246	9228.8953	7619.6808
PWY-6703	preQ0 biosynthesis	7537.138000000001	1160.5365	3304.1076	7958.4293	918.0717	10464.7146	21982.6597	15756.8531	24627.7623	3893.5084	12263.7208	7766.9706	23069.2423	16264.458	23964.1112	6296.1166	3324.8066	5234.4436	3713.4116	4368.0652	21536.3127	21718.3076	26658.9864	23791.6032	8174.3899	3640.8008	3976.6696	4924.564	3102.2827	3296.9633	1882.4279	3669.2894	4726.1726	2273.9346	4219.0111	15244.1424	1331.9624	884.1153	1998.8856	23421.5195	2458.3277	4667.5542	10614.2735	7316.5392	5535.0527
PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	320.3926	199.3503	181.2957	306.2198	144.4684	8774.501	12007.5868	817.4725	12916.9224	153.9819	2541.2995	3428.2391	5017.5436	5025.675	6032.1314	139.2052	161.8339	3645.9318	140.4937	2370.5046	308.3967	1659.4495	991.1944	2561.726	347.5501	940.0806	495.4859	276.2502	230.4122	305.659	16.0617	21.3091	24.2247	24.451	22.035	183.8228	55.5885	32.8872	20.9347	91.175	29.2233	20.3928	19.8792	17.1089	14.9417
PWY-6737	starch degradation V	11379.7551	4307.2931	8490.5646	20096.1619	1905.2963	13962.3392	25976.2065	21786.7352	30066.6677	6400.3522	14398.9527	14167.5516	28738.7548	22496.5883	30115.1286	20492.7397	4117.0597	19099.756999999998	23549.6142	21117.1341	27136.6776	26977.4224	32542.8333	28528.3649	11921.4654	11095.678999999998	12837.3448	10317.7155	8466.3408	8763.478000000001	6085.1151	14483.8145	14013.1036	4446.3191	7932.4628	16201.3278	3615.8996	5928.1148	5571.0225	27144.7722	6872.7155	8232.288	14314.0787	12163.5312	14479.7783
PWY-6891	thiazole biosynthesis II (Bacillus)	358.8177	268.8931	224.6567	346.3098	197.8791	7899.2926	10448.8122	900.0023	11405.3349	172.2334	2527.1813	3786.2726	4581.8089	4828.4158	5526.6329	157.2461	225.9359	5258.8635	165.0049	3585.9011	342.0261	1779.0239	1087.0726	2667.4593	392.2412	1224.4066	608.4943	372.5788	324.2026	420.6759	18.3268	23.8622	27.9555	28.5482	25.5292	219.84400000000002	68.2045	39.3822	24.6943	104.5442	34.2069	23.1475	22.3607	19.1718	16.7789
PWY-6892	thiazole biosynthesis I (E. coli)	7133.8664	1521.4064	4903.7729	13135.3874	1084.6921	8921.2679	11563.2868	12473.6481	13258.8269	4029.7128	5040.1586	6540.4081	6641.2966	7532.6372	8044.589	13638.0573	1282.9919	16276.4621	12718.402	16569.5105	9280.2074	10722.838	13577.1489	9846.6818	4940.3786	3665.7975	7545.196	2480.0419	5427.3084	2618.2579	2484.5642	2276.1063	9364.3877	1879.3011	5053.2506	792.0628	2115.3832	1530.1755	3946.0369	590.9121	3944.3261	5300.9666	9511.544	7589.0624	8205.5528
PWY-6895	superpathway of thiamin diphosphate biosynthesis II	1549.8663	784.6431	934.9806	1541.5713	590.9124	10759.4174	19565.0011	3821.197	21893.6192	758.6639	7393.6666	7559.0973	13864.9948	12237.0362	15687.5502	735.8241	876.318	7256.4877	740.6525	5840.2094	1627.4259	7032.9887	4803.4753	9750.7236	1700.7811	3060.9386	2137.9059	1519.8082	1251.823	1533.1574	89.111	116.8706	137.5276	136.9868	125.346	1046.7944	297.3329	175.8319	119.4217	514.9612	164.5067	113.9858	111.024	95.0808	83.1613
PWY-6897	thiamin salvage II	9056.9924	1451.6878	4320.3425	11710.2091	1131.9858	11631.8999	24683.8939	19239.5674	27935.236	5022.778	14251.0599	9779.0472	27631.6833	19443.7075	28449.593999999997	13205.0009	3739.6512	16293.1513	13564.2936	16911.1891	26011.9047	26033.6623	32008.5249	28301.4511	10112.7215	5515.8054	7171.0735	6297.9457	5064.3332	4318.5916	2601.1987	5395.7390000000005	8266.2014	2723.9087	5440.3863	17668.2818	1970.0786	1814.6276	4774.9437	27423.6185	3327.795	5859.4787	13258.913	9104.8397	7819.852
PWY-6901	superpathway of glucose and xylose degradation	1883.5017	773.5958	1168.7372	3240.8254	549.2998	9307.1051	19965.7282	9436.9319	23202.6992	3155.3208	12768.2822	8760.843	21205.452999999998	17759.8154	21973.3822	1441.5353	968.3652	1793.4791	1854.3244	2698.289	14584.6612	17815.295	17552.1284	19327.1346	7990.4937	5086.2866	3514.2256	9332.8822	2512.7534	7219.9784	960.3592	1042.8573	2439.4762	1555.9992	2834.7967	15356.9411	1104.3531	930.0010000000001	1848.9109	19723.2027	2052.6659	1497.4560000000001	2557.3237	2513.3678	3040.9778
PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	7105.5153	1152.4552	3697.7665	11585.5047	797.0921	14593.4909	29283.5983	20797.0521	33157.6103	5283.4314	14655.8828	11421.5541	29499.9364	21904.9175	31261.6383	9677.1013	1160.2979	8162.9896	4533.8135	7328.2393	27798.2563	27908.1089	33993.3217	30212.043999999998	10220.0703	4974.7695	6186.7089	7410.3194	4344.7808	5172.9807	2310.406	3616.1803	6559.4134	1389.4103	4743.4596	17193.9626	1783.7007	1303.1119	2545.8416	27852.5924	3205.1079	3664.0802	8817.9142	6464.0313	7121.7469
PWY-7111	pyruvate fermentation to isobutanol (engineered)	13220.9361	2925.4905	8038.4943	18579.4735	1874.5454	18659.6528	32536.5679	21647.9428	37749.1681	7326.6279	22158.8225	14875.6621	33402.6316	27972.9498	33389.4813	19696.892	6632.6897	21746.9425	20125.5859	23314.5552	26664.812	30068.0817	32943.0674	30250.0081	14692.3461	11493.6951	12387.8829	12179.945	8330.4067	8968.5505	5554.0233	12718.0931	13131.5448	4737.5379	8480.6178	20170.7025	3587.8790000000004	4267.1182	6674.9477	30791.0043	6530.988	7599.4364	19403.7683	11654.5162	14450.1503
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	15445.5235	25704.5998	8226.7912	8778.8467	2384.9346	13859.8898	22517.5342	13139.9825	25699.4837	4480.8935	17144.6337	8336.3389	19988.9984	17892.6263	21210.1273	13754.4814	18193.5861	7647.9242	19180.2426	7337.5584	16839.4089	20283.5081	22144.2201	21124.8079	9043.7437	10529.8328	8124.0384	11257.28	3368.4362	11220.5018	5740.1205	15268.8893	3943.3784	11187.5798	3231.9952	15073.6155	2448.5399	7720.7356	2673.97	15112.4083	4060.6407	2793.8453	12392.2517	7519.7255	11610.8291
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	14675.4578	23183.1669	8391.7361	10115.5398	2337.5172	12336.155	20456.8096	12923.0968	23468.8199	4443.0023	15915.9432	8421.6949	19791.7067	17209.1047	20700.2575	14644.0808	16565.9627	9014.1003	19838.9228	9116.7233	16787.0141	19572.8729	21518.3023	20477.7178	9054.9553	10693.9872	8740.31	11028.0612	3824.3436	10852.5903	6043.1935	16133.5846	4727.1843	10406.3082	3645.9573	14633.3518	2610.1661	7671.3442	3007.1740000000004	15302.6461	4418.6069	3282.9714	13076.9792	8070.3095	12239.9914
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	13617.582	13243.2495	8982.4357	11043.8353	2509.6837	14157.1669	25637.2888	15886.9069	29488.9898	5052.5996	17748.0208	10631.3008	26820.9888	21563.6653	27964.3922	15874.3517	9893.3146	10085.9387	20708.0198	9847.9959	22734.6897	24443.9763	27275.2304	26401.6158	10886.7251	10073.6303	9704.3108	12957.8661	4822.7647	11674.5369	5677.3995	7629.4006	5873.9376	8978.6991	4701.4967	19611.3122	2972.0148	6144.7775	3643.5915	24436.9467	5126.464	3983.5067	13104.7707	9088.2275	12852.79
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	14056.6952	22867.1077	7228.9807	7809.0104	2113.4665	12765.4515	23376.582000000002	16762.9183	26819.2626	4701.1579	17474.1392	8694.8295	24064.7024	19435.9761	25251.889	12221.703000000001	16149.083	6394.1744	16997.5947	6158.2039	21656.0398	23818.8023	26987.2533	25175.2338	9877.5902	9441.4964	7101.4673	11666.9085	3045.893	10919.8361	5167.5074	14204.0114	3319.0099	9957.9772	3043.653	18162.8144	2176.2755	6990.057	2475.0225	23908.9938	3568.8055	2323.9114	10931.7005	6718.218000000001	10313.7685
PWY-7199	pyrimidine deoxyribonucleosides salvage	5199.0828	2354.9927	5118.4385	7671.9782	1355.004	10949.2198	19737.0612	7553.5025	22099.702	2466.8337	9456.6994	7673.9621	18478.311999999998	14316.223999999998	19515.3814	9420.8642	1898.0172	7555.8958	11295.5825	7232.0672	13196.5209	13594.7601	14722.9517	15640.6366	5989.5153	4874.4559	6388.2407	7178.613	4134.4532	5691.0797	2649.9933	1376.5891	6175.7469	2770.9042	3691.824	12117.708	1981.013	1878.8779	1981.4289999999999	18747.2178	3725.3338	4437.3423	6887.2124	6166.3496	7410.0101
PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	9277.1227	6556.6038	6521.2878	7531.5937	1841.2371	11651.6734	19846.3688	10587.7569	22593.9859	3161.9616	12849.0612	7412.7498	18352.7494	15555.3188	19464.012	10834.3813	5110.0672	6321.3929	14380.393999999998	6026.3235	14916.524	16760.6173	18190.4911	18050.8861	7110.8721	7226.5258	6803.2619	9198.6789	3202.93	8292.5607	4028.8951	3817.9107	3930.8376	5720.399	2978.8554	13318.9083	2093.5219	3899.6535	1952.976	15728.3416	3633.6495	2889.3158	8579.5138	6682.848000000001	9167.6406
PWY-7208	superpathway of pyrimidine nucleobases salvage	20835.1705	31273.9461	12902.4529	18201.3169	3463.9695	14856.3678	26738.7047	19182.1003	30690.0871	6374.4846	20343.8815	11480.0792	27592.8561	22339.8549	28937.3254	24054.5473	22092.2027	18519.6913	30719.8121	20398.7329	24756.062	27229.2025	30851.6988	28778.2712	12202.3384	14674.6032	14397.396999999999	15442.991000000002	7896.1634	15064.5586	8819.2289	21602.8769	12144.1308	14382.0193	7115.7336	20790.9603	4304.5409	10555.5477	5784.6622	27335.7268	7643.6946	7362.4417	19599.1073	13245.2158	19010.3964
PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	13226.7184	2508.6564	4846.2508	9311.4274	1184.7576	13340.2809	22672.9204	15388.7249	25814.8463	4829.1766	15771.0039	8640.0442	20713.8038	17401.3427	21953.4911	11933.2175	10735.8828	8817.4011	12116.333	8030.0417	18876.4172	21540.0745	24649.613999999998	22521.6884	9213.6916	7913.4042	6246.7932	4738.978	3168.5533	4428.4451	3564.8581	11460.9387	3899.598	4625.443	3699.7576	14182.3412	1810.1556	2874.3905	2892.5999	16581.3009	2689.2931	3020.1165	12640.5759	7224.1449	8887.0324
PWY-7219	adenosine ribonucleotides de novo biosynthesis	18959.8826	26996.2821	11773.1913	18012.357	3126.1544	15585.1067	28009.4673	19909.6864	32191.2741	6622.7611	20786.5038	12415.825	29032.6074	23936.5045	30375.7728	22665.9208	19352.8093	18808.802	28253.3753	20607.968	25612.9741	28077.554	31808.0058	29776.5065	13096.4134	13786.6253	13692.4049	14635.373	7834.2567	13810.8649	8047.4499	19530.2645	12131.0886	12647.8305	7513.7749	21678.4946	4071.7369	9377.8158	5883.0071	28578.6377	7260.0175	7340.0493	19226.135	12658.8156	17727.8925
